,name,city,date,review
4111,Ирина,Москва,2023-07-14,"По кредитке моей старой оставалось дней 7 на закрытие долга без %, обратилась в Альфа-банк для оформления карты год без %. Оператор чат-поддержки объяснила мне, что я смогу закрыть свой долг в другом банке без комиссии, типа как пернести долг, и получить еще 100 дней на оплату. Хорошая для меня возможность! Первый раз встречаю такие условия. Одобрили нужный лимит быстро, карту получила уже на следующий день! Без проблем погасила старую карту и с удовольствием пользуюсь новой)"
4137,Кристина,Ростов-на-Дону,2023-07-13,"Очень удобная карта , если нужно совершить большую покупку. Тратишь в первый месяц и потому течении 365 дней действительно без % «гасишь» задолженность. Очень удобно на мой взгляд."
0,Наталья,Москва,2023-07-27,"Выбрала в этом банке дебетовую карту Опенкард, условия выгодные для постоянного пользования. Обслуживание карты бесплатное, оплата связи, коммуналки без комиссии. Есть кэшбек, я получаю 1% от покупок, если бы на счету хранилось 500 тыс руб постоянно то можно было бы получать 1,5% кэшбека. Карту доставили прямо на дом"
3708,Соболева,Новокузнецк,2018-09-12,"Обратилась в банк впервые, остались только положительные впечатления. Очень прошу управляющего банком отметить Б-о Константина Игоревича. Профессиональный, интелигентный и уважительный сотрудник. Таких молодых людей встретить в наше время-большая редкость. Благодаря его отношению все вопросы были решены качественно и в кратчайшие сроки. Спасибо за сотрудника!"
3653,Аноним,Тольятти,2019-04-12,"8.04.19 в 10:35 была сделана операция в ВТБ - онлайн, погашение кредита в размере 1880 на счёт в Альфа банк. Деньги с ВТБ сняли, но в Альфа банке так и не поступили, на мои вопросы как скоро они поступят отвечали 3 дня.
На 4 й день, перекидывая меня из банка в банк, выясняется причина почему деньги Альфа банк не видит. Т к в указание Плательщик, была допущена ошибка, был указан сам Банк а не ФИО физ лица. Я пользовалась онлайн переводом в первые и сделала ошибку, я это признаю. Но не ужели, сотрудник банка не мог эту ошибку выявить на более раней стадии!!!? "
4965,Елена,Сочи,2023-07-08,"Не в первый раз обращаюсь к банку с вопросом кредита. Всегда очень оперативно рассматривается заявка. Очень довольна тем что можно досрочно вносить любую сумму, удобный интерфейс оставшихся платежей. Рекомендую банк во всех вопросах, не только по кредитам. При необходимости я обязательно буду обращаться только в этот банк за получением кредита"
1478,Любовь,Москва,2023-06-06,"Удобный банк, приятные бонусы, хороший процент на вклады, копилка на необходимости с процентоммна остаток - так же удобна."
2375,Xapi,Москва,2022-03-31,"Две недели назад заказал на сайте карту и стал ждать. Через 4 дня получил положительный ответ и пока все было ок. Но вот курьер подкачал, раза 3 мы созванивались и все никак не могли пересечься. Собственно - это единственный минус.

А вот по карте вопросов у меня ноль вопросов. Кэшбек обещают деньгами, скоро проверим. Приложение удобное, комиссии нет ни на переводы, ни на снятие наличных. А больше мне ничего и не нужно."
2486,Вера,Краснодар,2022-02-14,"10.января 2022 года, мне на телефон поступило предложение о кредите под низкую % ставку, я решила воспользоваться предложением и закрыть кредит в другом банке. заполнила анкету, на следующий день позвонили, сказали, что все одобрено, можно придти в отделение, 12 числа мне назначили встречу в банке в отделении по адресу г. Краснодар, ул. Володи Головатого, д. 302, просидев час ожидания меня пригласили к девушке менеджеру, девушка очень мило улыбалась и рассказывала про кредит и действующее предложение, рассказала, что к кредиту будет дополнительно оформлен договор страхования и назвала сумму в 46 тыс рублей, указала так же, что при досрочном погашении, сумма страхования будет возвращена частично, такие условия меня устроили. но разговор шел только о страховании жизни! когда я вернулась домой стала разбирать документы и увидела еще 2 дополнительных сертификата от ЕВРОПЕЙСКОЙ ЮРИДИЧЕСКОЙ КОМПАНИИ,о которых и слова не было при нашем общении!!!!! сумма этих сертификатов так же вошла в стоимость кредита и на них так же начисляется процентная ставка!!!! на следующий день мы написали заявления об отказе от этих сертификатов и отправили заказным письмом в ЮРИДИЧЕСКУЮ КОМПАНИЮ! Как не стыдно банку, который рекламирует режиссер мирового уровня опускаться до обмана пенсионера и ветерана труда? по скольку решения от ЕВРОПЕЙСКОЙ ЮРИДИЧЕСКОЙ КОМПАНИИ до сих пор не поступило, решила написать Вам отзыв, чтобы другие пенсионеры были в курсе, как банк их может обмануть! ПОЗОР ГАЗПРОМБАНК, ПОЗОР!!!!!"
3932,Татьяна,Москва,2023-07-17,"Пользовалась кредитной картой Альфа банка 100 дней без комиссии. Очень важно не пропустить день, когда заканчивается 100 дней. Если использовать с умом-супер карта."
6498,Оксана,Серпухов,2021-06-29,"Сотрудник Сбербанка города Серпухов по улице Луначарского 33 а допустил ошибку при раскрытие аккредитива, а именно не подгрузил все требующиеся документы, тем самым сорвал последующую сделку купли-продажи недвижимости. Во время разбирательств по данной ситуации сотрудник банка вместе со своим руководством переложили вину на риэлтора, который якобы должен был предоставить все необходимые документы. Хамское отношение и безнаказанность. На жалобу руководство банка среагировало отпиской, мол проведена беседа! Пострадали клиенты банка и понесли затраты финансовые, а также пострадала деловая репутация риэлтора! "
4427,Роман,Москва,2023-06-29,"Я оформил кредитную карту через сайт Альфа-банка, не думал, что он может быть таким продуманным и эффективным. Никакой рекламы, спама, неудобного расположения информации. Нашел все что хотел узнать всего за пару нажатий. Условия по кредитке год без % разобрал от и до. Так же понраивлось, что одобрение пришло очень быстро. Сотрудник-курьер приехал уже на следующий день и выдал карту. Более быстрого сервиса я еще не встречал, так что смело могу рекомендовать карту и сам банк)"
266,Алла,Кемерово,2021-10-04,"Написала заявление на закрытие кредитной карты и открепление лимита, банк самопроизвольно пополнил счет на одну копейку, чтобы лицевой по кредитке не закрывать, причем когда позвонила на горячую линию меня уверяли, что все в порядке и л/с будет закрыт вовремя. В назначенный срок л/с закрыт не был. В БКИ висит информация о том, что по этой карте висит просроченный минимальный платеж! По какой причине сотрудники объяснить не могут. В общем буду избегать взаимодействия с этим банком. Свинское отношение к своим клиентам!"
3139,Эльвира,Краснодар,2021-10-25,"у мня уже крик души!!!!14.10.2021 была сделка по ипотеке в банке ВТБ по адресу ул  Гоголя 68, с электронной регистрацией, до сегодняшнего дня т.е 25.10.2021  банк ВТБ не может предоставить в росреестр закладную, приостановка  по вине банка ВТБ!!!! хотя в банке меня уверяли что регистрация длится три рабочих дня!!!! я продавец квартиры  Г. Эльвира Наилевна  и согласилась с трудом на ипотеку,   у меня встречная покупка, мои продавцы отказываются ждать !!!! теперь задумываюсь о расторжении сделки с банком и покупателями моей квартиры , покупатель С. Анастасия Сергеевна  !!!! сколько можно это терпеть ? примите меры по работе банка ВТБ!!!!!!"
2828,Алена,Москва,2023-04-17,"У меня есть кредит #*\*9557.  
С этим кредитом уже полгода, как есть проблемы с частично досрочным погашением, банк проводит его некорректно, однако по всем обращениям всегда отписки. Я приняла решение закрыть кредит полностью, перевела деньги(ровно 368000руб.) на свой мастер счет 22.03.23г., они поступили в 12:47, позже я сделала заявку на полное досрочное погашение(367886,10руб.), через минуту в этот же день в 12:48. В итоге в два часа ночи приходит оповещение от банка о частично досрочном на сумму 368000руб. Естественно, так как наступил следующий день требуется доплата из-за процентов за следующий день. Я не собираюсь доплачивать за ошибку банка и требую закрытия кредита и возврата мне излишне списанных денежных средств. Также непонятно, как банк самолично принимает решения без клиента о создании заявок на частично досрочное погашение ""в рамках исправительных работ"". Короче, ВТБ сам решает, ЧДП или ПДП, как графики считать, как лишнию тысячу рублей с клиента стрясти. Есть составленное обращение в банке CR-10647464 от 23.03.23г. Ответ банка на это обращение - все корректно, у вас денег не было на счету. Апелляцию я подала, но в прошлый раз мне полгода на обращение не отвечали, поэтому... Видимо, придется до ЦБ идти."
5977,Лиля,Москва,2022-12-15,"Недавно была в сбер банке на Лихочевской оплачивала счета и тут вспомнила, что у меня в сумке завалялось мелочь от сдачи в магазинах.Так как около работы в магазинчиках часто не работают терминалы. Приходится расплачиваться наличными. За неделю собралось около 400₽.хотела их закинуть себе на карту,через кассира. Подошла к кассе, говорю мне бы эту мелочь закинуть на карту. Ответ меня ошарашил:Комиссия с вас 120₽. С удивлением спрашиваю за, что такая комиссия? Я их не обмениваю , я просто хочу закинуть деньги себе на карту, но через кассу . Почему когда мы закидываем на карту бумажные наминалы, это без комиссии, а мелочь, как бы это тоже твои деньги, а они с комиссией. Ну это вообще безобразие."
3032,Евгений,Москва,2022-03-29,"11 марта 2022 года банк ВТБ заблокировал счет по исполнительному производству 662\*\*\*\*48-ИП от 19.12.2018. Данное исполнительное производство закрыто в 2018 году, о чем есть соответствующие постановление, которое я неоднократно представлял в офис банка ВТБ.
На обращение по горячей линии в банк с требованиями по предоставлении основания или причин блокировки официальным ответом с подписью руководителя, мне отвечают смсками, мол ваш счёт заблокирован по требованию судебного пристава, с рекомендациями обратиться в ФСПП. Мало того, операторы общаются по хамски, часто повышая голос.
За это время я два раза обращался в ФСПП по данной проблеме и получал ответ, что у меня нет открытых исполнительных производств и никакого постановления они не выносили. Так же в ФСПП попросили принести официальный ответ банка о причине блокировки, однако ВТБ ограничивается смсками, как раньше было отмечено.
Делаю вывод: ВТБ самовольно арестовал мой счёт с целью украсть средства или заморозить начисление процентов по вкладу."
5050,Игорь,Москва,2023-06-21,Понравилась работа персонального менеджера Натальи и С.. Вопросы по выпуску новой карты решала быстро. На все вопросы давала понятные ответы
346,Мартинов,Москва,2021-04-28,"Сейчас наиболее выгодный вклад в банке Открытие это Весенний. Жаль, что нет на 6 месяцев, а только на 12 минимум. Но ничего, за стабильность этого банка я не переживаю, поэтому открыл под 4,5%"
3884,Дим,Уфа,2023-07-17,"Отличный банк, с учётом того, что год действительно без процентов, а не как у большинства банков лишь на некоторое время, очень подкупает это. Отношение в банке к клиентам хорошее, качественное обслуживание и своевременное реагирование на какие-либо проблемы"
4845,Наталья,Санкт-Петербург,2023-07-21,"Спасибо банку, очень помог списывали за подписку с других приложений деньги. Оставила обращение в банке, и все вернули. Спасибо👍😘"
5636,Рамис,Набережные Челны,2023-04-17,"Пользуюсь картой Тинькофф уже год. И не разу не ошибся, что перешёл на этот банк. Каждый день ею пользуюсь. Не давно столкнулся с проблемой о списание средств со счета из-за подписки, которую сам оформил. И сразу же написал в поддержку, что бы отменили её и вернули деньги. И Тинькофф пошёл на встречу. И вернули мне средства. Сразу можно сказать, что этот банк дорожит своими клиентами. Отличная поддержка быстро отвечают. Особую благодарность хотел бы выразить Селифонтове Яне Премиум! 
Быстро отвечает, на задание вопросы, поможет вам решить проблему. Очень вежливая и добрая девушка! Спасибо вам!"
1799,Виктория,Абакан,2023-05-15,"Очень хорошие условия по вкладу ""Удобный"". Понравилось, что можно пополнять ещё дополнительно и срок большой целых 24 мес. И ставка отличная. Рекомендую."
3459,Кристина,Кемерово,2020-07-28,"У меня в банке ВТБ зарплатная карта, а также я взяла кредит и открыла кредитную карту. 13.07.2020 года с моей зарплатной карты были проведены мошеннические действия и списана вся заработная плата. После чего я сразу позвонила на горячую линию ВТБ и попросила заблокировать счет, но мне специалист ответил, что это не возможно, т.к. сбой в системе и попросил перезвонить через час. Далее я обратилась в филиал банка, чтобы закрыть все мои счета и

карты. Сотрудник филиала закрыл мою зарплатную карту, с которой было произведено списание денежных средств, но не закрыл счет. Также данный сотрудник банка сказал, что я могу пользоваться другой зарплатной картой, которая у меня

есть в наличии и разблокировал ВТБ - онлайн, утверждая, что мошенники иметь доступ не будут. Но 14.07.2020 г. с моей уже другой зарплатной карты, а также с кредитной

карты без какого - либо подтверждения были списаны денежные средства. По данному вопросу заявление в полицию написано. После чего я вновь обратилась в филиал банка к специалисту и попросила закрыть все счета и все доступы к моим счетам в электронном виде (ВТБ -онлайн). Так как в банке  у меня есть действующие кредитные счета, я обратилась в филиал к специалисту и попросила закрыть все мои счета, а также попросила решить вопрос: каким образом мне сейчас оплачивать действующий кредит, к счету которого также имеют доступ мошенники. Мне было предложено: первый взнос оплатить через третье лицо, как я и сделала.

Возможности всегда платить через третье лицо у меня нет, поэтому я попросила решить данный вопрос. В связи с тем,что у меня было списана большая сумма (вся заработная плата и часть с кредитной карты) я не имею возможности вовремя погасить долг по кредитной карте, что в последствии приведет к штрафам и пеням. Мною совместно со специалистом было принято решение в банке втб взять кредит, чтобы вовремя погасить долг по кредитной

карте. Кредит одобрили,но данный кредит, как мне сообщил специалист, также будет привязан к счету, к которому имеют доступ мошенники. Как пояснил сотрудник, что ничего страшного, если я вновь положу деньги на этот счет. Я попросила письменный ответ, на то, что банк будет нести ответственность за денежные средства, которые я положу на

счет, к которому ранее был доступ мошенникам, на что получила отказ. Естественно,такой вариант меня не устраивает. Я попросила решить вопрос так, чтобы мне не

рисковать списанием денежных средств мошенниками, на что мне было предложено уйти в другой банк (данный вопрос я рассмотрю). С 2011 года я являюсь клиентом зарплатного проекта ВТБ, также брала ипотеку в банке, кредиты и кредитные карты, никогда за столько лет не было никаких с моей стороны просрочек. На данный момент, если я вовремя не оплачу кредит, то у меня будут штрафы и пени, а также будет испорчена кредитная история, что в дальнейшем

затруднит возможность пользоваться услугами банков, не только ВТБ. Так как банк решить вопрос с открытием нового счета не может, дать гарантии, что с этого счета денежные средства не будут списаны мошенниками, также не может.

Все сотрудники банка отвечают, что не знают, что делать в данной ситуации, что банк не может ничем помочь, закрыть счета и открыть новые у банка нет такой технической

возможности и т.д. В таком случае я вынуждена обращаться в другие банки и брать у них кредит под большой процент,

чтобы закрыть счета в банке втб. Очень жаль, что банк так относится к своим постоянным клиентам. На сегодняшний день служба безопасности не связалась со мной, никаких решений по дальнейшей работе не было предложено."
5216,Кирилл,Белгород,2023-05-31,"Отличный банк, не сравнится с другими. Максимально быстро реагирует и помогают решить все вопросы. Также радует своевременное внедрение новых функци и возможностей. Премиум тариф на высшем уровне, лучшее премиальное обслуживание, что я встречал. Пользуюсь почти всеми преимуществами(бесплатные бизнес залы, повышенные кэшбэки за перелеты и отели, бесплатный интеренет по Тинькофф мобайл за границей, бесплатная страховка, сниженные комиссии в Тинькофф Инвестиции, свифт переводы по сниженной комиссии, шикарный персольный менеджер, который решает все вопросы(Никита Т. - отдельное спасибо!:) никаких проблем, консультация по всем направлениям от выпуска карт до деталей перевода и особенностей работы сервисов, в общем всегда находим самый лучший вариант с терпиливыми и пошаговыми объяснениями!). Куча удобств и экономии на ровном месте. По сранению с другими банками, даже сложно выделить минусы. Никогда не думал возвращаться к другим банкам. Советую всегда всем своим друзьям и знакомым!"
3669,Юлия,Новосибирск,2019-02-05,"Я стала клиентом банка ВТБ24 ""поневоле"" при закрытии банка Югра.  Банк ВТБ24, определенный для выплат, сразу создал неудобство: заставил меня идти в отделение, находящееся далеко от моего места жительства и не учел пожелание клиента обслуживаться в др. отделении. Банк предложил мне накопительный счет на очень не выгодных условиях.  Я согласилась на год, т.к. нужно было анализировать рынок и где-то все-равно держать свои сбережения. Я в ущерб себе дисциплинированно год исполняла условия банка, ожидая, что через год по счету будет обещанный доход 7% годовых. В июле 18г  мне его действительно пообещали в офисе (Орджоникидзе, 18) при пролонгации""договора""! Жаль, что не ведется аудиозапись в офисах банка! В феврале 19 г оказалось, что договора нет!  Только заявление на открытие счета! А значит, банк может делать все на свое усмотрение. Я не буду описывать свои отношения с банком в первый год, условия, указанные на сайте, все-таки банком соблюдались, а приходно-расходных операций в этот период я делала мало. И что же произошло за эти полгода после ""пролонгации договора""? Я была в офисе на Орджоникидзе, 18 четыре раза.  1. В июле 2018 при""пролонгации договора"",меня заверили, что я могу делать расходно-приходные операции по счету и мой доход будет 7% годовых, а если я хочу получить еще 0,5%, я должна совершить по карте, прикрепленной к счету, покупки на 5 тыс.руб в месяц. У меня 2 карты прикреплены к счету: одну выдали  в июле 17г  в день открытия счета, вторую - когда выяснилось, что без нее мне не гарантирован обещанный в первый месяц 10% доход. Жаль, я не запомнила ФИО менеджера и в банке не ведется аудиозапись бесед с операторами, только во время звонка на горячую линию! Я начала пользоваться картой, но в сентябре - октябре вдруг почувствовала, что я не получаю обещанные 0,5%, и 7% годовых тоже. Позже в январе 19г по моей просьбе мне дали выписку по счету и я увидела, что в сентябре и  октябре начисления - из расчета  6,8% годовых. 2. В октябре 18г опять иду в банк.  Оператор (Кирилл) на вопрос ""Какие условия начислений процентов по моему счету?"" дал информацию только относительно увеличения на 0,5% при пользовании картой. Оказалось, что я совершала покупки по прикрепленной к счету карте, на которую не распространяется условие об увеличении %. А относительно 7% годовых уверил меня, что это условие банком соблюдено.  3. 31 января 2019г. Я получаю СМС с информацией о начислении %. И бегу в офис на Орджоникидзе, 18.К моей радости попадаю опять к оператору Кириллу. Я получаю выписку. И вижу, что из 6 месяцев только в августе, ноябре и декабре - 7%,  в сентябре, октябре - 6,8%, а в январе - 6,5%. При этом в сентябре и в октябре я не совершала вообще никаких операций. Оператор не может объяснить механизм почему 6,8 или 6,5% годовых.  Я ухожу с выпиской, делаю расчет в Exelle, вижу, что когда я пополняла счет, на сумму пополнений мне вообще не начислялись %. Я начала изучать документы на сайте, позвонила на горячую линию по 88002002326. И вдруг узнала, что любое пополнение счета считается новым вкладом и все начинается по этой сумме сначала 4%,5%,6%,7%, независимо когда открыт счет! Этой информации нет на сайте. На сайте хитрая фраза: ""%-я ставка зависит от минимального остатка за последние 1,3,6,12 месяцев и срока нахождения средств на счете"" И все. А как зависит? Клиент пусть догадывается сам или из личного опыта! И еще я узнала, что по вопросу ""почему 6,5% или 7% начислено по счету?"" менеджеры  не компетентны, и что об этом как получилась ставка клиенту не должен никто говорить, и любое пополнение - новый ""договор"".  ПРОДОЛЖЕНИЕ СЛЕДУЕТ! 

​

​

​"
2231,Мария,Москва,2022-05-30,"Оформила виртуальную карту Огонь. Весьма неплохо по условиям. По сути та же дебетовая карта, только без пластика в кошельке. Делала карту для сына. Он  любитель в интернете покупать всякую ерунду, типа пк-игр и прочее. Я хоть теперь могу его расходы контролировать. Крч, классная карта!"
575,Аноним,Анапа,2020-07-25,"Брала кредит в другом банке, прочла в условиях Открытия, что рефинансирование у них по более лояльной ставке. Оформление очень простое. Я и раньше платила без проблем, а теперь просто экономлю."
1318,Павел,Челябинск,2023-06-20,"За коммунальные услуги плачу через мобильное приложение. Очень удобно, один раз сохранил шаблоны и без квитанции под рукой могу все оплатить. Просто редактирую показания счетчиков, сумму и период оплаты. Все быстро, удобно и платежи еще ни разу не задерживались. За каждую оплату получаю кеш-бек, который в последующем конвертирую в рубли. 1 балл=1 рублю. Здорово что есть такие возможности"
6721,Владислав,Москва,2020-09-11,"клиентом сбербанка являюсь уже лет 10, живу в Москве, рядом с филиалом №1702, там и получаю перевыпущенные карты и решаю все необходимые финансовые вопросы. брал ипотеку на 5 лет и недавно успешно погасил, никаких проблем за весь период погашений с процентами и прочим не было. специалисты в филиале хоть и молодые, но весьма компетентные и внимательные. сервис у банка тоже очень быстрый, особенно касательно перевыпуска карты, теперь перевыпускают вообще дня за четыре где-то, да еще и с индивидуальным дизайном можно заказать. мелочь, а приятно) благодарен за такое внимательное отношение к своим клиентам!"
648,Евгений,Москва,2020-04-30,"С моей подачи в открытие перешло много моих друзей. Я конечно оформил их через «пригласил друга», но за бонусами я не гнался. Просто, все видели, что карта бесплатная и я постоянно бонусами компенсирую свои покупки. Мне даже делать ничего не пришлось, они сами попросили их оформить, поэтому моя совесть чиста)"
4246,Анастасия,Москва,2023-07-12,"Первую кредитку от Альфы оформила уже давно. Сначала думала использовать в качестве запасной, но со временем начала все чаще пользоваться именно ей, а не картой другого банка, т.к. беспроцентный период был самый длинный, и действует в том числе на переводы (в сбере например такого нет). 
Схема оформления карты довольно стандартная: заполнить анкету на сайте, указать контакты и т.д. Отмечу крайне высокую скорость решения по выдаче карты: около 30 сек
Удобно, что не надо ждать письма на почту, звонок и все такое 
Сразу все просто и понятно. Далее приходет смс с информацией о времени доставки готовой карты. В моем случае это предложили сделать в тот же день (!), то есть часа через четыре после заявки. Я в тот день не могла встретить представителя банка, поэтому встретились уже в другой, но оперативность и скорость всех процессов на высшем уровне, чувствуется внимание к клиенту. 

Договор можно подписать онлайн, простой электронной подписью. Все документы приходят на почту, поэтому нет необходимости хранить кучу бумажек дома. 
Сотрудник при доставке разъяснил основные моменты по карте, также ответил на интересующие меня вопросы. 
В подарок прилагалась также дебетовая карты от альфы. У меня уже есть одна, но все равно было приятно. Вдруг однажды пригодится) 

От себя могу еще добавить про эстетический вид самой карты: красный мой любимый цвет, а тут еще в таком лаконичном дизайне. Все-таки вещь которой пользуешься дожна радовать во всех аспектах, в том числе внешне. Такую карточку аж приятно достать в магазине чтобы оплатить покупку. 

По опыту использования мне пока все нравится. Я всегда вовремя вношу платежи, поэтому проблем не возникало. Более того, со временем кредитный лимит увеличивается, если у вас нет просрочек. 
Даже если не планируешь тратить большую сумму, просто знать о том что такая подушка безопасности на крайний случай всегда под рукой - лишним точно не будет."
1245,Пользователь,Санкт-Петербург,2023-06-26,"Мне очень нравится пользоваться картой рассрочки. Очень удобно, когда не платишь проценты. Всё свои покупки совершаю по карте Халва. На свои деньги начисляется проценты. Мне кажется это лучшее что придумали из всех карт."
2311,Veronik,Москва,2022-05-02,"Обращаюсь в ГПБ уже не первый раз. Цель моего обращения одна: получить кредит. Последний раз брала кредит наличными, т.к. хотела купить робот-пылесос в электросиле. Так вот, собственно, мой отзыв касается условий и договора. Условия вполне удобоваримы. Ты либо на них соглашаешься, либо нет. Третьего здесь не будет. Договор составлен настолько подробно, что наверное дурак  не поймет, что от него требуют как от кредитополучателя. За весь период никаких проблем с зачислением денег на счет не было. И самое главное, учитывая обстановочку вокруг, по моему кредиту даже не увеличили процентную ставку, оставили как есть. Короче, все окей."
1382,Дмитрий,Москва,2023-06-15,"Пользуюсь картой халва 5 лет .
Плюсы карты
Можно оплачивать покупки собственными и заемными средствами, очень быстро и удобно переключать бегунок в мобильном приложении и выбрать какие средства использовать при оплате.
Покупки заемными средствами у партнёров без процентов, больше количество магазинов партнёров , рассрочка до 36 месяцев.
Карта очень помогла при переезде когда были большие расходы , удалось переехать без крупных трат в моменте."
