,time,time_type,square,rooms,floor,max_floor,price
1102,2,ped,45.0,1-комнатная,5,9,70000
1103,10,ped,38.0,1-комнатная,11,16,62000
1104,13,ped,41.0,1-комнатная,7,9,68000
1105,11,ped,37.0,1-комнатная,12,24,45000
1106,18,ped,38.0,1-комнатная,13,24,55000
1107,15,ped,18.0,1-комнатная,4,4,40000
1108,9,ped,56.0,1-комнатная,2,8,70000
1109,9,ped,36.0,1-комнатная,2,9,70000
1110,16,ped,40.0,1-комнатная,23,39,60000
1111,24,bus,37.0,1-комнатная,2,17,35000
1112,11,bus,50.0,1-комнатная,10,17,45000
1113,4,ped,18.0,1-комнатная,2,12,45000
1114,9,ped,80.0,2-комнатная,37,37,150000
1115,8,ped,36.0,2-комнатная,7,24,75000
1116,6,ped,61.0,2-комнатная,2,9,55000
1117,19,bus,40.0,2-комнатная,3,9,39000
1118,10,ped,53.4,2-комнатная,11,14,47000
1119,8,ped,37.0,2-комнатная,4,9,54500
1120,19,bus,51.0,2-комнатная,14,17,35500
1121,22,bus,38.0,2-комнатная,5,14,39000
1122,16,bus,53.0,2-комнатная,2,12,39000
1123,12,bus,55.0,2-комнатная,7,9,50000
1124,8,ped,54.0,2-комнатная,1,17,42000
1125,9,ped,55.0,2-комнатная,22,25,50000
1126,19,bus,36.0,2-комнатная,14,17,29500
1127,11,bus,42.0,2-комнатная,5,5,39000
1128,24,bus,42.0,2-комнатная,16,21,40000
1129,11,bus,42.0,2-комнатная,8,9,47500
1130,6,ped,60.0,2-комнатная,4,12,84000
1131,25,bus,40.4,2-комнатная,2,3,35000
1132,11,ped,42.0,2-комнатная,1,20,49500
1133,25,bus,61.0,2-комнатная,13,22,36000
1134,18,bus,60.0,2-комнатная,8,17,44000
1135,22,ped,58.0,2-комнатная,2,21,65000
1136,3,ped,57.5,2-комнатная,6,17,71000
1137,10,ped,40.0,2-комнатная,7,13,76000
1138,18,ped,45.3,2-комнатная,3,5,44000
1139,6,ped,61.0,2-комнатная,2,9,55000
1140,16,ped,75.0,2-комнатная,8,22,120000
1141,10,ped,42.0,2-комнатные,8,21,120000
1142,10,bus,55.0,2-комнатная,4,8,95000
1143,7,ped,37.4,2-комнатная,10,24,72400
1144,9,ped,47.0,2-комнатная,5,14,72000
1145,15,ped,45.0,2-комнатная,7,9,42000
1146,15,bus,38.0,2-комнатная,4,11,41000
1147,21,bus,35.0,2-комнатная,3,18,60000
1148,12,ped,59.0,2-комнатная,7,8,60500
1149,20,bus,61.0,2-комнатная,3,10,46000
1150,7,ped,72.0,2-комнатная,3,14,71500
1151,11,ped,58.0,2-комнатная,9,10,58000
1152,13,ped,45.0,2-комнатная,4,5,54500
1153,10,ped,42.0,2-комнатная,3,9,60000
1154,29,bus,59.0,2-комнатная,10,15,56000
1155,17,ped,70.0,2-комнатная,10,23,68500
1156,10,ped,39.0,2-комнатная,16,25,46000
1157,1,ped,43.0,2-комнатная,4,5,51500
1158,16,ped,53.0,2-комнатная,16,24,58000
1159,19,bus,60.0,2-комнатная,14,14,49500
1160,13,bus,62.0,2-комнатная,11,22,51500
1161,16,ped,59.8,2-комнатная,22,23,37000
1162,25,bus,63.0,2-комнатная,4,4,45500
1163,9,ped,45.0,2-комнатная,3,9,55000
1164,7,ped,40.0,2-комнатная,6,17,44000
1165,10,ped,65.0,2-комнатная,5,10,100000
1166,6,ped,62.0,2-комнатная,4,6,136000
1167,9,ped,45.0,2-комнатная,3,9,55000
1168,12,bus,34.3,2-комнатная,4,9,39000
1169,16,ped,39.0,2-комнатная,11,23,65000
1170,13,ped,60.0,2-комнатная,10,10,76000
1171,15,bus,41.0,2-комнатная,1,5,45500
1172,22,bus,53.0,2-комнатная,8,13,44000
1173,6,ped,63.0,2-комнатная,10,17,82000
1174,10,ped,64.0,2-комнатная,13,17,54500
1175,27,bus,70.0,2-комнатная,2,10,49500
1176,15,ped,98.0,2-комнатная,16,20,87000
1177,26,bus,73.0,2-комнатная,6,12,54500
1178,42,bus,80.0,2-комнатная,2,4,43000
1179,5,ped,52.0,2-комнатная,8,9,71000
1180,43,bus,60.0,2-комнатная,6,7,54500
1181,5,ped,47.0,2-комнатная,13,25,69000
1182,21,bus,50.7,2-комнатная,3,25,44000
1183,6,ped,45.0,2-комнатная,1,5,42000
1184,18,ped,65.0,2-комнатная,3,9,70000
1185,22,bus,59.0,2-комнатная,6,14,46000
1186,16,bus,52.0,2-комнатная,4,17,30000
1187,15,ped,52.0,2-комнатные,20,21,70500
1188,18,ped,68.0,2-комнатная,4,9,53500
1189,10,ped,65.0,2-комнатная,5,10,100000
1190,13,ped,65.0,2-комнатная,27,35,100000
1191,7,ped,89.0,2-комнатная,5,9,200000
1192,2,ped,54.0,2-комнатная,14,16,54500
1193,14,ped,37.7,2-комнатная,3,9,38000
1194,11,ped,43.0,2-комнатная,2,5,42000
1195,8,ped,62.6,2-комнатная,27,48,87000
1196,7,ped,63.0,2-комнатная,3,9,119000
1197,17,ped,45.0,2-комнатная,3,12,40000
1198,12,bus,50.8,2-комнатная,1,4,67500
1199,8,ped,50.0,2-комнатная,5,5,102000
1200,21,bus,54.0,2-комнатная,19,22,41000
1201,11,ped,53.0,2-комнатная,11,16,58500
1202,11,ped,55.0,2-комнатная,12,16,54500
1203,13,ped,49.0,2-комнатная,22,25,56500
1204,23,bus,50.0,2-комнатная,8,12,46000
1205,9,ped,40.0,2-комнатная,5,12,65000
1206,18,bus,55.0,2-комнатная,19,20,60000
1207,11,bus,50.0,2-комнатная,1,20,105000
1208,14,bus,48.0,2-комнатная,4,15,71000
1209,8,ped,58.0,2-комнатная,6,15,39000
1210,12,bus,43.0,2-комнатная,3,5,54000
1211,10,bus,54.0,2-комнатные,6,9,44000
1212,11,ped,64.0,2-комнатная,16,17,52500
1213,16,bus,43.0,2-комнатная,2,5,46000
1214,19,bus,60.0,2-комнатная,14,14,49500
1215,23,bus,50.0,2-комнатная,8,12,46000
1216,8,ped,36.0,2-комнатная,7,24,75000
1217,16,bus,43.0,2-комнатная,2,5,46000
1218,19,ped,58.0,2-комнатная,6,8,49000
1219,25,bus,53.0,2-комнатная,3,14,44000
1220,19,ped,54.0,2-комнатная,4,16,49500
1221,16,ped,54.0,2-комнатная,5,9,87000
1222,23,ped,74.0,2-комнатная,2,3,98000
1223,20,bus,36.6,2-комнатная,2,13,37000
1224,31,bus,36.0,2-комнатная,6,9,44000
1225,11,ped,60.0,2-комнатная,14,15,49000
1226,4,ped,60.0,2-комнатная,16,16,47500
1227,8,ped,54.0,2-комнатная,8,17,51500
1228,21,bus,73.0,2-комнатная,15,15,51500
1229,16,ped,104.0,2-комнатная,20,22,250000
1230,18,bus,62.0,2-комнатная,3,14,60000
1231,6,ped,52.0,2-комнатная,15,15,47500
1232,3,ped,47.0,2-комнатная,7,25,98000
1233,32,bus,48.0,2-комнатная,3,15,44000
1234,23,bus,37.0,2-комнатная,24,25,49500
1235,25,bus,73.0,2-комнатная,18,24,56500
1236,10,ped,42.0,2-комнатная,2,9,33000
1237,11,ped,58.0,2-комнатная,6,16,49500
1238,18,ped,63.0,2-комнатная,7,15,82000
1239,15,ped,45.0,2-комнатная,7,9,42000
1240,9,ped,80.0,2-комнатная,37,37,150000
1241,9,ped,86.0,2-комнатная,6,6,220000
1242,18,ped,63.0,2-комнатная,7,15,82000
1243,29,bus,32.0,2-комнатная,9,9,28000
1244,10,bus,62.0,2-комнатная,5,14,44000
1245,12,bus,40.0,2-комнатная,12,14,54500
1246,9,ped,58.0,2-комнатная,25,35,63000
1247,17,ped,46.0,2-комнатная,3,28,65000
1248,15,ped,63.0,2-комнатная,2,16,65000
1249,9,ped,65.0,2-комнатная,7,51,147000
1250,19,bus,39.0,2-комнатная,24,25,50000
1251,10,ped,40.0,2-комнатная,12,15,47800
1252,10,ped,61.0,2-комнатная,12,14,104000
1253,48,bus,64.0,2-комнатная,18,22,62000
1254,14,bus,57.0,2-комнатная,4,17,54500
1255,9,ped,56.5,2-комнатная,2,8,65000
1256,16,ped,64.0,2-комнатная,4,21,76000
1257,11,ped,50.0,2-комнатная,3,5,104000
1258,17,bus,38.0,2-комнатная,5,9,71000
1259,13,bus,52.0,2-комнатная,10,12,48500
1260,15,bus,60.0,2-комнатная,14,24,98000
1261,8,ped,55.0,2-комнатная,4,16,40000
1262,14,ped,45.0,2-комнатная,5,12,65000
1263,9,ped,50.0,2-комнатная,14,16,60000
1264,5,ped,118.0,2-комнатная,6,7,280000
1265,4,ped,52.0,2-комнатная,18,24,90000
1266,7,ped,68.0,2-комнатная,4,22,42000
1267,6,ped,59.0,2-комнатная,16,22,65000
1268,9,ped,42.0,2-комнатная,12,25,45000
1269,9,ped,35.0,2-комнатная,1,4,104000
1270,26,bus,58.0,2-комнатная,6,14,46000
1271,8,ped,65.0,2-комнатная,6,7,162000
1272,19,ped,43.0,2-комнатная,5,5,49500
1273,14,ped,90.0,2-комнатная,5,9,102000
1274,13,bus,60.0,2-комнатная,1,16,45000
1275,21,ped,45.0,2-комнатная,3,5,49000
1276,22,bus,65.0,2-комнатная,7,25,49000
1277,13,ped,45.0,2-комнатная,3,5,71000
1278,23,ped,72.0,2-комнатная,6,12,98000
1279,20,ped,57.0,2-комнатная,6,8,120000
1280,13,bus,35.0,2-комнатная,31,33,71000
1281,7,ped,40.0,2-комнатная,6,17,44000
1282,13,ped,48.0,2-комнатная,4,14,130500
1283,2,ped,118.0,2-комнатные,3,9,690000
1284,22,bus,52.0,2-комнатная,6,14,49500
1285,16,ped,70.5,2-комнатная,19,19,140000
1286,19,ped,54.0,2-комнатная,1,23,48000
1287,4,ped,42.0,2-комнатная,6,9,90000
1288,13,ped,68.5,2-комнатные,12,28,112400
1289,21,bus,35.0,2-комнатная,3,18,60000
1290,8,ped,50.0,2-комнатная,15,35,70000
1291,6,ped,61.0,2-комнатная,2,9,55000
1292,8,ped,36.0,2-комнатная,2,9,60000
1293,12,bus,58.0,2-комнатная,2,13,45000
1294,7,ped,52.0,2-комнатная,5,6,87000
1295,25,ped,57.0,2-комнатная,9,24,71000
1296,7,ped,72.4,2-комнатная,2,28,200000
1297,7,ped,37.0,2-комнатная,3,12,54500
1298,15,ped,96.0,2-комнатная,22,23,130500
1299,5,ped,56.0,2-комнатная,4,9,90000
1300,7,ped,60.0,2-комнатные,15,29,90000
1301,14,ped,60.0,2-комнатные,2,39,30000
1302,15,ped,42.0,2-комнатная,2,5,46000
1303,7,ped,68.0,2-комнатная,4,22,42000
1304,15,bus,48.0,2-комнатная,9,15,40000
1305,21,ped,57.0,2-комнатная,32,36,135000
1306,13,ped,61.5,2-комнатные,21,28,120400
1307,8,ped,62.0,2-комнатная,8,8,97500
1308,10,ped,78.0,2-комнатные,6,25,209500
1309,5,ped,118.0,2-комнатная,6,7,280000
1310,6,ped,58.0,2-комнатная,7,24,95000
1311,9,ped,53.0,2-комнатная,9,25,50000
1312,15,ped,41.0,2-комнатная,1,5,39000
1313,8,ped,115.0,2-комнатная,20,23,160000
1314,4,ped,84.0,2-комнатная,2,8,170000
1315,15,ped,89.0,2-комнатная,10,19,220000
1316,5,ped,51.0,2-комнатная,3,14,60000
1317,3,ped,54.0,2-комнатная,2,12,80000
1318,7,ped,53.0,2-комнатная,17,17,43000
1319,4,ped,71.0,2-комнатная,5,9,170000
1320,3,ped,147.0,2-комнатная,4,5,260000
1321,2,ped,95.0,2-комнатная,6,11,130000
1322,4,ped,52.0,2-комнатная,9,10,130000
1323,8,ped,64.0,2-комнатная,12,24,180000
1324,5,ped,86.0,2-комнатная,3,7,140000
1325,8,ped,86.0,2-комнатная,5,11,80000
1326,5,ped,82.0,2-комнатные,55,78,300000
1327,3,ped,45.0,2-комнатная,5,9,80000
1328,1,ped,86.4,2-комнатные,23,85,285000
1329,16,ped,68.0,2-комнатная,10,25,120000
1330,4,ped,85.0,2-комнатная,3,10,230000
1331,13,ped,59.5,2-комнатные,26,28,130600
1332,13,ped,60.0,2-комнатная,20,24,52000
1333,13,bus,100.0,2-комнатная,9,33,250000
1334,7,ped,58.6,2-комнатная,11,15,90000
1335,7,ped,43.0,2-комнатная,6,15,75000
1336,7,ped,58.0,2-комнатная,6,17,40000
1337,19,bus,56.0,2-комнатная,1,3,67000
1338,8,ped,54.0,2-комнатная,13,24,80000
1339,22,bus,59.0,2-комнатная,6,14,46000
1340,6,ped,51.0,2-комнатная,25,33,105000
1341,7,ped,52.0,2-комнатная,5,6,87000
1342,6,ped,38.0,2-комнатная,8,15,70000
1343,4,ped,29.0,2-комнатная,14,30,38000
1344,2,ped,64.0,2-комнатная,3,26,225000
1345,10,bus,42.0,2-комнатная,3,25,150000
1346,13,bus,65.0,2-комнатная,20,25,65000
1347,4,ped,63.0,2-комнатные,2,5,400000
1348,8,ped,70.0,2-комнатная,5,7,150000
1349,2,ped,65.0,2-комнатная,23,32,85000
1350,7,ped,60.0,2-комнатная,20,24,130000
1351,14,ped,45.0,2-комнатные,4,25,105000
1352,9,ped,85.0,2-комнатная,7,7,100000
1353,5,ped,62.0,2-комнатная,4,10,195000
1354,17,ped,60.0,2-комнатные,5,7,150000
1355,7,ped,54.0,2-комнатная,8,19,56000
1356,11,ped,75.0,2-комнатная,4,11,60000
1357,4,ped,60.0,2-комнатная,1,3,110000
1358,6,ped,95.0,2-комнатная,5,8,120000
1359,7,ped,89.0,2-комнатная,5,9,200000
1360,2,ped,82.0,2-комнатные,12,15,300000
1361,26,bus,62.0,2-комнатная,10,17,40000
1362,4,ped,78.0,2-комнатная,13,18,180000
1363,6,ped,54.0,2-комнатная,6,24,120000
1364,8,ped,50.0,2-комнатная,15,35,70000
1365,16,ped,104.0,2-комнатная,20,22,250000
1366,11,ped,88.0,2-комнатная,27,44,190000
1367,5,ped,58.0,2-комнатные,31,78,260000
1368,8,ped,58.0,2-комнатная,4,5,60000
1369,15,ped,62.0,2-комнатная,6,22,110000
1370,16,ped,58.0,2-комнатная,14,23,110000
1371,5,ped,65.0,2-комнатная,5,13,210000
1372,4,ped,52.0,2-комнатная,18,24,90000
1373,5,ped,150.0,2-комнатная,10,12,230000
1374,20,ped,45.6,2-комнатная,11,29,150000
1375,10,ped,100.0,2-комнатная,1,7,400000
1376,11,ped,66.0,2-комнатная,17,44,150000
1377,15,ped,85.0,2-комнатная,4,24,100000
1378,13,bus,110.0,2-комнатная,12,18,110000
1379,16,ped,65.0,2-комнатная,14,22,120000
1380,15,bus,42.4,2-комнатные,15,32,43000
1381,17,bus,65.0,2-комнатная,2,14,60000
1382,10,ped,95.0,2-комнатная,4,6,350000
1383,2,ped,122.0,2-комнатные,2,5,380000
1384,8,ped,80.0,2-комнатная,10,12,100000
1385,7,ped,89.0,2-комнатная,9,15,144000
1386,21,ped,62.0,2-комнатная,21,25,55000
1387,21,ped,57.0,2-комнатная,32,36,130000
1388,2,ped,55.0,2-комнатная,23,44,100000
1389,9,ped,50.0,2-комнатная,14,16,60000
1390,8,ped,64.0,2-комнатная,12,24,180000
1391,16,ped,53.0,2-комнатная,16,24,58000
1392,10,ped,76.0,2-комнатная,3,8,550000
1393,8,ped,45.0,2-комнатная,4,9,50000
1394,2,ped,75.0,2-комнатная,3,8,110000
1395,8,ped,70.0,2-комнатная,8,11,120000
1396,4,ped,84.0,2-комнатная,2,8,170000
1397,10,ped,92.0,2-комнатные,10,10,300000
1398,1,ped,93.0,2-комнатные,23,85,325000
1399,9,ped,86.0,2-комнатная,6,6,220000
1400,5,ped,120.0,2-комнатная,20,30,120000
1401,5,ped,76.7,2-комнатные,38,78,360000
1402,6,ped,61.0,2-комнатная,2,9,55000
1403,8,ped,36.0,2-комнатная,7,24,75000
1404,13,ped,65.0,2-комнатная,27,35,100000
1405,21,bus,58.0,2-комнатная,2,17,30000
1406,5,ped,65.0,2-комнатная,6,7,115000
1407,5,ped,55.4,2-комнатная,2,14,65000
1408,13,ped,87.0,2-комнатная,3,12,160000
1409,9,ped,64.0,2-комнатная,10,17,50000
1410,7,ped,48.0,2-комнатная,3,14,75000
1411,5,ped,49.0,2-комнатная,7,9,55000
1412,9,ped,205.0,2-комнатная,14,14,600000
1413,11,ped,88.0,2-комнатная,27,44,190000
1414,2,ped,70.0,2-комнатная,10,11,130000
1415,18,ped,68.0,2-комнатная,4,9,53500
1416,11,ped,70.0,2-комнатная,4,5,140000
1417,15,bus,42.0,2-комнатные,12,33,47000
1418,17,bus,42.0,2-комнатная,3,18,37000
1419,4,ped,107.0,2-комнатные,50,75,300000
1420,10,ped,42.0,2-комнатные,8,21,120000
1421,6,ped,69.0,2-комнатная,21,39,110000
1422,8,ped,50.0,2-комнатная,15,35,70000
1423,2,ped,80.0,2-комнатная,2,8,80000
1424,5,ped,58.0,2-комнатная,2,8,65000
1425,11,ped,75.0,2-комнатная,7,14,160000
1426,11,ped,64.0,2-комнатная,36,37,120000
1427,6,ped,51.0,2-комнатная,25,33,105000
1428,9,ped,148.0,2-комнатная,2,11,550000
1429,18,ped,75.0,2-комнатная,7,8,65000
1430,12,ped,80.0,2-комнатная,4,9,160000
1431,16,ped,75.0,2-комнатная,8,22,120000
1432,11,ped,120.0,2-комнатная,5,8,260000
1433,10,ped,53.5,2-комнатная,5,12,45000
1434,6,ped,96.0,2-комнатная,5,6,99000
1435,10,ped,104.0,2-комнатная,3,9,160000
1436,13,bus,68.0,2-комнатная,9,9,49999
1437,22,ped,56.0,2-комнатная,5,22,55000
1438,13,ped,67.0,2-комнатные,4,13,130000
1439,13,ped,87.0,2-комнатная,3,12,160000
1440,6,ped,51.0,2-комнатная,25,33,105000
1441,10,ped,65.0,2-комнатная,5,10,100000
1442,8,ped,75.0,2-комнатная,3,11,170000
1443,4,ped,45.0,2-комнатная,6,9,45000
1444,2,ped,150.0,2-комнатные,68,76,750000
1445,5,ped,123.0,2-комнатные,47,77,1000
1446,3,ped,56.0,2-комнатная,12,30,80000
1447,5,ped,45.0,2-комнатная,3,5,44000
1448,10,ped,150.0,2-комнатная,4,7,450000
1449,6,ped,56.0,2-комнатная,2,3,120000
1450,9,ped,86.0,2-комнатная,6,6,220000
1451,5,ped,95.0,2-комнатная,5,16,150000
1452,8,ped,108.0,2-комнатная,3,10,200000
1453,10,ped,76.0,2-комнатная,3,8,550000
1454,4,ped,123.0,2-комнатные,51,75,400000
1455,16,ped,150.0,2-комнатная,3,9,700000
1456,9,ped,148.0,2-комнатная,2,11,550000
1457,7,ped,92.0,2-комнатные,10,10,300000
1458,11,ped,98.0,2-комнатная,3,5,200000
1459,11,ped,83.0,2-комнатная,3,8,160000
1460,20,bus,56.0,2-комнатная,2,16,42000
1461,1,ped,59.0,2-комнатная,11,14,52000
1462,12,ped,47.6,2-комнатная,12,14,80000
1463,4,ped,102.0,2-комнатные,48,75,330000
1464,21,ped,45.0,2-комнатная,3,5,49000
1465,9,ped,56.5,2-комнатная,2,8,65000
1466,15,ped,89.0,2-комнатная,10,19,220000
1467,11,ped,100.0,2-комнатная,3,5,200000
1468,13,ped,50.0,2-комнатная,9,9,38000
1469,4,ped,93.0,2-комнатная,3,9,100000
1470,10,ped,65.0,2-комнатная,5,10,100000
1471,11,ped,120.0,2-комнатная,5,8,260000
1472,11,ped,70.0,2-комнатная,4,5,140000
1473,2,ped,110.0,2-комнатные,35,78,300000
1474,4,ped,61.0,2-комнатная,3,8,200000
1475,6,ped,62.0,2-комнатная,4,6,136000
1476,6,ped,120.0,2-комнатная,2,8,330000
1477,9,ped,80.0,2-комнатная,37,37,150000
1478,5,ped,110.0,2-комнатные,62,77,950000
1479,22,bus,89.0,2-комнатные,8,21,65300
1480,5,ped,70.0,2-комнатная,7,8,150000
1481,6,ped,113.0,2-комнатная,2,7,220000
1482,16,ped,78.0,2-комнатная,5,8,170000
1483,9,ped,95.0,2-комнатные,7,13,350000
1484,2,ped,70.0,2-комнатная,10,11,130000
1485,12,ped,43.0,2-комнатная,5,5,65000
1486,4,ped,98.1,2-комнатная,3,11,93751
1487,4,ped,92.0,2-комнатные,25,75,300000
1488,13,ped,87.0,2-комнатная,3,12,160000
1489,9,ped,65.0,2-комнатная,7,51,147000
1490,10,ped,65.0,2-комнатная,5,10,100000
1491,4,ped,65.0,2-комнатная,6,8,180000
1492,10,ped,45.0,2-комнатная,2,5,55000
1493,7,ped,90.0,2-комнатные,5,10,290000
1494,6,ped,92.5,2-комнатная,13,17,155000
1495,4,ped,110.0,2-комнатные,5,7,400000
1496,10,ped,75.0,2-комнатные,28,29,220000
1497,3,ped,117.0,2-комнатная,4,5,260000
1498,6,ped,80.0,2-комнатная,3,5,250000
1499,3,ped,74.0,2-комнатные,17,85,200000
1500,16,ped,92.0,2-комнатная,2,11,350000
1501,10,ped,95.0,2-комнатная,4,6,350000
1502,4,ped,105.0,2-комнатные,43,75,300000
1503,5,ped,60.0,2-комнатные,34,78,400000
1504,8,ped,45.0,2-комнатная,6,9,50000
1505,4,ped,29.0,2-комнатная,14,29,38000
1506,16,ped,50.0,2-комнатные,18,25,90000
1507,15,ped,52.0,2-комнатная,7,12,55000
1508,15,bus,55.0,2-комнатная,2,5,56000
1509,6,ped,46.0,2-комнатная,1,9,37000
1510,15,ped,44.0,2-комнатная,8,12,49500
1511,20,bus,60.0,2-комнатная,9,10,63000
1512,15,bus,80.0,2-комнатная,5,22,80000
1513,22,bus,65.0,2-комнатная,7,25,49000
1514,13,ped,65.0,2-комнатная,27,35,100000
1515,3,ped,117.0,2-комнатная,4,5,260000
1516,8,ped,55.0,2-комнатная,2,19,37000
1517,4,ped,52.0,2-комнатная,3,17,80000
1518,17,bus,43.2,2-комнатная,3,16,45000
1519,7,ped,58.6,2-комнатная,13,18,53000
1520,8,ped,36.0,2-комнатная,1,9,47000
1521,4,ped,40.0,2-комнатная,2,9,60000
1522,19,bus,48.0,2-комнатная,10,12,38000
1523,10,ped,42.0,2-комнатная,5,5,42000
1524,11,ped,50.0,2-комнатная,28,44,110000
1525,9,bus,59.0,2-комнатная,5,16,45000
1526,7,ped,62.0,2-комнатная,16,17,80000
1527,9,bus,59.0,2-комнатная,3,22,47000
1528,14,ped,43.0,2-комнатная,1,5,60000
1529,13,ped,45.0,2-комнатная,4,5,45000
1530,8,ped,52.0,2-комнатная,5,17,45000
1531,4,ped,54.0,2-комнатные,35,65,175000
1532,13,ped,51.0,2-комнатная,3,12,40000
1533,14,bus,59.0,2-комнатная,9,17,50000
1534,4,ped,70.0,2-комнатная,2,11,69000
1535,7,ped,38.0,2-комнатная,3,6,67999
1536,14,ped,45.0,2-комнатная,1,5,40000
1537,15,ped,96.6,2-комнатная,4,8,250000
1538,6,ped,61.0,2-комнатная,2,9,55000
1539,10,ped,42.0,2-комнатная,3,9,60000
1540,6,ped,96.0,2-комнатная,5,6,99000
1541,10,ped,65.0,2-комнатная,21,25,90000
1542,12,ped,44.0,2-комнатная,2,9,38000
1543,7,bus,55.0,2-комнатная,1,12,45000
1544,12,ped,48.0,2-комнатная,7,12,48000
1545,15,bus,66.3,2-комнатная,7,19,47000
1546,9,ped,58.0,2-комнатная,3,12,85000
1547,9,bus,60.0,2-комнатная,20,21,70000
1548,7,ped,65.0,2-комнатная,14,16,80000
1549,6,ped,50.0,2-комнатная,5,22,170000
1550,12,ped,53.0,2-комнатная,9,16,60000
1551,3,ped,64.0,2-комнатная,6,17,65000
1552,20,ped,57.0,2-комнатная,6,8,110000
1553,10,ped,98.0,2-комнатная,4,6,350000
1554,7,ped,89.0,2-комнатная,5,9,200000
1555,2,ped,108.0,2-комнатная,2,37,110000
1556,6,ped,80.0,2-комнатная,3,5,250000
1557,15,bus,49.5,2-комнатные,16,33,43000
1558,17,ped,55.0,2-комнатная,5,5,45000
1559,15,bus,46.0,2-комнатная,6,16,32000
1560,15,ped,47.0,2-комнатная,3,8,47000
1561,21,bus,39.0,2-комнатная,12,15,36000
1562,23,bus,40.0,2-комнатная,12,25,30000
1563,18,ped,75.0,2-комнатная,7,8,65000
1564,10,ped,95.0,2-комнатная,4,6,350000
1565,6,ped,56.0,2-комнатная,2,3,120000
1566,3,ped,40.0,2-комнатная,1,9,35000
1567,13,ped,55.0,2-комнатная,2,17,65000
1568,17,bus,59.0,2-комнатная,4,14,28000
1569,15,bus,47.0,2-комнатная,17,25,35000
1570,16,bus,56.0,2-комнатная,5,14,30000
1571,17,bus,52.0,2-комнатная,2,14,36000
1572,14,ped,45.0,2-комнатная,2,5,35000
1573,18,ped,45.0,2-комнатная,1,5,35000
1574,25,bus,36.6,2-комнатная,12,21,25000
1575,17,bus,45.0,2-комнатная,9,16,37000
1576,18,ped,48.0,2-комнатная,2,12,35000
1577,16,ped,52.0,2-комнатная,3,5,48000
1578,5,ped,44.0,2-комнатная,8,9,37000
1579,9,bus,60.0,2-комнатная,21,22,40000
1580,18,ped,46.0,2-комнатная,2,4,35000
1581,42,bus,55.0,2-комнатная,3,17,37000
1582,26,bus,39.0,2-комнатная,5,12,35000
1583,13,ped,46.0,2-комнатная,2,5,40000
1584,17,bus,59.0,2-комнатная,8,17,25000
1585,18,ped,44.0,2-комнатная,1,5,35500
1586,14,bus,45.6,2-комнатная,9,9,38000
1587,18,bus,65.0,2-комнатная,17,22,45000
1588,2,ped,80.0,2-комнатная,2,8,80000
1589,4,ped,71.0,2-комнатная,5,9,170000
1590,2,ped,70.0,2-комнатная,10,11,130000
1591,14,ped,45.0,2-комнатная,2,5,36000
1592,21,bus,70.0,2-комнатная,7,17,45000
1593,20,bus,42.6,2-комнатная,9,17,36000
1594,27,bus,54.0,2-комнатная,13,14,40000
1595,13,ped,65.0,2-комнатная,12,23,55000
1596,34,bus,29.0,2-комнатная,6,8,35000
1597,20,bus,37.0,2-комнатная,2,13,30000
1598,19,bus,60.0,2-комнатная,19,25,55000
1599,14,bus,47.0,2-комнатная,3,23,50000
1600,18,ped,39.0,2-комнатная,4,25,45000
1601,11,ped,48.0,2-комнатная,2,4,54999
1602,8,ped,57.0,2-комнатная,6,16,50000
1603,16,ped,52.0,2-комнатная,11,17,45000
1604,11,ped,43.0,2-комнатная,3,5,44000
1605,39,bus,32.0,2-комнатная,1,2,30000
1606,17,bus,44.0,2-комнатная,7,16,39000
1607,4,ped,70.0,2-комнатная,15,16,55000
1608,14,ped,65.0,2-комнатная,5,22,50000
1609,9,ped,38.0,2-комнатная,11,14,70000
1610,8,ped,54.0,2-комнатная,17,17,60000
1611,11,ped,52.0,2-комнатная,13,17,40000
1612,12,ped,50.0,2-комнатная,2,5,55000
1613,8,ped,36.0,2-комнатная,7,24,75000
1614,13,ped,65.0,2-комнатная,27,35,100000
1615,6,ped,61.0,2-комнатная,2,9,55000
1616,11,ped,50.0,2-комнатная,2,8,60000
1617,4,ped,50.0,2-комнатная,8,9,70000
1618,12,bus,58.0,2-комнатная,8,14,60000
1619,18,ped,60.0,2-комнатная,8,17,59000
1620,16,ped,76.0,2-комнатная,15,17,50000
1621,14,ped,60.3,2-комнатная,7,12,48000
1622,3,ped,45.0,2-комнатная,9,9,43000
1623,17,ped,44.2,2-комнатная,6,9,45000
1624,19,ped,45.0,2-комнатная,5,5,55000
1625,11,bus,66.0,2-комнатная,3,4,65000
1626,12,ped,44.0,2-комнатная,4,5,45000
1627,11,ped,48.0,2-комнатная,4,8,69000
1628,22,ped,45.0,2-комнатная,2,12,43000
1629,13,ped,70.0,2-комнатная,16,17,65000
1630,20,ped,35.0,2-комнатная,5,9,60000
1631,17,bus,33.0,2-комнатная,8,17,40000
1632,10,ped,50.0,2-комнатная,3,16,65000
1633,22,bus,58.0,2-комнатная,11,25,48000
1634,8,ped,52.0,2-комнатная,2,12,65000
1635,13,ped,50.0,2-комнатная,8,16,55000
1636,8,ped,44.0,2-комнатная,1,5,47000
1637,12,bus,42.6,2-комнатная,2,5,49000
1638,21,bus,73.0,2-комнатная,15,15,51500
